SiteName,Latitude,Longitude,ageYounger,AgeOlder,Age,Taxon Name,Value,PollenSum,Percentage,Units,Element,Context,Depth,ColUnit
Moulton Pond,44.6275,-68.639167,,,10342.0,Picea,82.0,419.0,19.570405727923628,NISP digitized,pollen,,600.0,MOULTON
Moulton Pond,44.6275,-68.639167,,,10496.0,Picea,66.0,457.0,14.442013129102845,NISP digitized,pollen,,605.0,MOULTON
Moulton Pond,44.6275,-68.639167,,,10652.0,Picea,59.0,378.0,15.608465608465607,NISP digitized,pollen,,610.0,MOULTON
Moulton Pond,44.6275,-68.639167,,,10810.0,Picea,36.0,381.0,9.448818897637794,NISP digitized,pollen,,615.0,MOULTON
Moulton Pond,44.6275,-68.639167,,,10971.0,Picea,48.0,261.0,18.39080459770115,NISP digitized,pollen,,620.0,MOULTON
Moulton Pond,44.6275,-68.639167,,,11135.0,Picea,36.0,295.0,12.203389830508476,NISP digitized,pollen,,625.0,MOULTON
Moulton Pond,44.6275,-68.639167,,,11301.0,Picea,99.0,345.0,28.695652173913043,NISP digitized,pollen,,630.0,MOULTON
Moulton Pond,44.6275,-68.639167,,,11469.0,Picea,57.0,329.0,17.325227963525837,NISP digitized,pollen,,635.0,MOULTON
Moulton Pond,44.6275,-68.639167,,,11640.0,Picea,139.0,423.0,32.860520094562645,NISP digitized,pollen,,640.0,MOULTON
Moulton Pond,44.6275,-68.639167,,,11814.0,Picea,83.0,258.0,32.17054263565892,NISP digitized,pollen,,645.0,MOULTON
Moulton Pond,44.6275,-68.639167,,,11990.0,Picea,101.0,267.0,37.82771535580524,NISP digitized,pollen,,650.0,MOULTON
Moulton Pond,44.6275,-68.639167,,,12169.0,Picea,135.0,306.0,44.11764705882353,NISP digitized,pollen,,655.0,MOULTON
Moulton Pond,44.6275,-68.639167,,,12277.0,Picea,221.0,377.0,58.620689655172406,NISP digitized,pollen,,658.0,MOULTON
Moulton Pond,44.6275,-68.639167,,,12535.0,Picea,37.0,362.0,10.220994475138122,NISP digitized,pollen,,665.0,MOULTON
Moulton Pond,44.6275,-68.639167,,,13904.0,Picea,25.0,234.0,10.683760683760683,NISP digitized,pollen,,700.0,MOULTON
Mud Lake (US:Florida),29.3,-81.866667,,,,Picea,3.0,594.0,0.5050505050505051,NISP,pollen,,1180.0,MUDLAKE
Mud Lake (US:Florida),29.3,-81.866667,,,,Picea,3.0,792.0,0.3787878787878788,NISP,pollen,,1195.0,MUDLAKE
Mud Lake (US:Florida),29.3,-81.866667,,,,Picea,3.0,768.0,0.390625,NISP,pollen,,1225.0,MUDLAKE
Mud Lake (US:Florida),29.3,-81.866667,,,,Picea,3.0,743.0,0.4037685060565276,NISP,pollen,,1320.0,MUDLAKE
Mud Lake,44.226105000000004,-93.829815,,,15.0,Picea,4.0,1411.0,0.28348688873139616,NISP,pollen,,10.0,MUDLKMN1
Mud Lake,44.226105000000004,-93.829815,,,75.0,Picea,1.0,1010.0,0.09900990099009901,NISP,pollen,,30.0,MUDLKMN1
Mud Lake,44.226105000000004,-93.829815,,,135.0,Picea,1.0,1358.0,0.07363770250368189,NISP,pollen,,50.0,MUDLKMN1
Mud Lake,44.226105000000004,-93.829815,,,165.0,Picea,1.0,1176.0,0.08503401360544217,NISP,pollen,,60.0,MUDLKMN1
Mud Lake,44.226105000000004,-93.829815,,,195.0,Picea,1.0,981.0,0.10193679918450561,NISP,pollen,,70.0,MUDLKMN1
Mud Lake,44.226105000000004,-93.829815,,,225.0,Picea,2.0,704.0,0.2840909090909091,NISP,pollen,,80.0,MUDLKMN1
Mud Lake,44.226105000000004,-93.829815,,,255.0,Picea,2.0,735.0,0.27210884353741494,NISP,pollen,,90.0,MUDLKMN1
Mud Lake,44.226105000000004,-93.829815,,,285.0,Picea,1.0,874.0,0.11441647597254005,NISP,pollen,,100.0,MUDLKMN1
Mud Lake (US:Minnesota:Hubbard),46.866667,-94.75,,,-30.0,Picea,4.0,863.5,0.4632310364794441,NISP,pollen,,0.0,MUDLKMN2
Mud Lake (US:Minnesota:Hubbard),46.866667,-94.75,,,138.0,Picea,10.5,721.5,1.4553014553014554,NISP,pollen,,50.0,MUDLKMN2
Mud Lake (US:Minnesota:Hubbard),46.866667,-94.75,,,509.0,Picea,9.5,622.5,1.5261044176706828,NISP,pollen,,100.0,MUDLKMN2
Mud Lake (US:Minnesota:Hubbard),46.866667,-94.75,,,1250.0,Picea,3.5,338.0,1.0355029585798818,NISP,pollen,,200.0,MUDLKMN2
Mud Lake (US:Minnesota:Hubbard),46.866667,-94.75,,,1991.0,Picea,1.5,528.5,0.28382213812677387,NISP,pollen,,300.0,MUDLKMN2
Mud Lake (US:Minnesota:Hubbard),46.866667,-94.75,,,2250.0,Picea,2.5,773.5,0.3232062055591467,NISP,pollen,,335.0,MUDLKMN2
Mud Lake (US:Minnesota:Hubbard),46.866667,-94.75,,,2335.0,Picea,2.0,409.0,0.4889975550122249,NISP,pollen,,350.0,MUDLKMN2
Mud Lake (US:Minnesota:Hubbard),46.866667,-94.75,,,2391.0,Picea,5.0,714.0,0.700280112044818,NISP,pollen,,360.0,MUDLKMN2
Mud Lake (US:Minnesota:Hubbard),46.866667,-94.75,,,2532.0,Picea,0.5,736.0,0.06793478260869565,NISP,pollen,,385.0,MUDLKMN2
Mud Lake (US:Minnesota:Hubbard),46.866667,-94.75,,,2616.0,Picea,3.5,327.0,1.0703363914373087,NISP,pollen,,400.0,MUDLKMN2
Mud Lake (US:Minnesota:Hubbard),46.866667,-94.75,,,2752.0,Picea,4.0,375.5,1.0652463382157125,NISP,pollen,,424.0,MUDLKMN2
Mud Lake (US:Minnesota:Hubbard),46.866667,-94.75,,,2955.0,Picea,2.5,418.0,0.5980861244019139,NISP,pollen,,460.0,MUDLKMN2
Mud Lake (US:Minnesota:Hubbard),46.866667,-94.75,,,3631.0,Picea,4.5,403.0,1.1166253101736971,NISP,pollen,,580.0,MUDLKMN2
Murphy Lake,44.711625,-93.341105,,,23.0,Picea,2.0,641.0,0.31201248049922,NISP,pollen,,20.0,MURPHY
Murphy Lake,44.711625,-93.341105,,,42.0,Picea,1.0,625.0,0.16,NISP,pollen,,30.0,MURPHY
Murphy Lake,44.711625,-93.341105,,,62.0,Picea,1.0,564.0,0.1773049645390071,NISP,pollen,,40.0,MURPHY
Murphy Lake,44.711625,-93.341105,,,138.0,Picea,1.0,420.0,0.2380952380952381,NISP,pollen,,80.0,MURPHY
Murphy Lake,44.711625,-93.341105,,,158.0,Picea,3.0,436.0,0.6880733944954129,NISP,pollen,,90.0,MURPHY
Murphy Lake,44.711625,-93.341105,,,177.0,Picea,2.0,594.0,0.33670033670033667,NISP,pollen,,100.0,MURPHY
Murphy Lake,44.711625,-93.341105,,,196.0,Picea,3.0,456.0,0.6578947368421052,NISP,pollen,,110.0,MURPHY
Murphy Lake,44.711625,-93.341105,,,215.0,Picea,1.0,473.0,0.21141649048625794,NISP,pollen,,120.0,MURPHY
Murphy Lake,44.711625,-93.341105,,,234.0,Picea,2.0,462.0,0.4329004329004329,NISP,pollen,,130.0,MURPHY
Murphy Lake,44.711625,-93.341105,,,272.0,Picea,3.0,559.0,0.5366726296958855,NISP,pollen,,150.0,MURPHY
Murphy Lake,44.711625,-93.341105,,,311.0,Picea,2.0,479.0,0.41753653444676403,NISP,pollen,,170.0,MURPHY
Muscotah Marsh,39.53,-95.513333,,,70.0,Picea,1.0,751.0,0.13315579227696406,NISP,pollen,,28.0,MUSCOTAA
Muscotah Marsh,39.53,-95.513333,,,440.0,Picea,1.0,517.0,0.19342359767891684,NISP,pollen,,63.0,MUSCOTAA
Muscotah Marsh,39.53,-95.513333,,,736.0,Picea,1.0,524.0,0.19083969465648853,NISP,pollen,,83.0,MUSCOTAA
Muscotah Marsh,39.53,-95.513333,,,1032.0,Picea,2.0,705.0,0.28368794326241137,NISP,pollen,,103.0,MUSCOTAA
Muscotah Marsh,39.53,-95.513333,,,5282.0,Picea,1.0,428.0,0.23364485981308408,NISP,pollen,,393.0,MUSCOTAA
Muscotah Marsh,39.53,-95.513333,,,6437.0,Picea,1.0,448.0,0.2232142857142857,NISP,pollen,,488.0,MUSCOTAA
Muscotah Marsh,39.53,-95.513333,,,6740.0,Picea,1.0,534.0,0.18726591760299627,NISP,pollen,,513.0,MUSCOTAA
Muscotah Marsh,39.53,-95.513333,,,7530.0,Picea,1.0,337.0,0.2967359050445104,NISP,pollen,,578.0,MUSCOTAA
Muscotah Marsh,39.53,-95.513333,,,8138.0,Picea,2.0,375.0,0.5333333333333333,NISP,pollen,,628.0,MUSCOTAA
Muscotah Marsh,39.53,-95.513333,,,8867.0,Picea,24.0,673.0,3.566121842496285,NISP,pollen,,688.0,MUSCOTAA
Muscotah Marsh,39.53,-95.513333,,,9171.0,Picea,1.0,538.0,0.18587360594795538,NISP,pollen,,713.0,MUSCOTAA
Muscotah Marsh,39.53,-95.513333,,,9657.0,Picea,1.0,680.0,0.14705882352941177,NISP,pollen,,753.0,MUSCOTAA
Muscotah Marsh,39.53,-95.513333,,,9778.0,Picea,1.0,516.0,0.1937984496124031,NISP,pollen,,763.0,MUSCOTAA
Muscotah Marsh,39.53,-95.513333,,,9839.0,Picea,1.0,612.0,0.16339869281045752,NISP,pollen,,768.0,MUSCOTAA
Muscotah Marsh,39.53,-95.513333,,,9900.0,Picea,1.0,969.0,0.10319917440660474,NISP,pollen,,773.0,MUSCOTAA
Muscotah Marsh,39.53,-95.513333,,,9942.0,Picea,5.0,816.0,0.6127450980392157,NISP,pollen,,778.0,MUSCOTAA
Muscotah Marsh,39.53,-95.513333,,,9967.0,Picea,5.0,839.0,0.5959475566150179,NISP,pollen,,783.0,MUSCOTAA
Muscotah Marsh,39.53,-95.513333,,,10040.0,Picea,1.0,752.0,0.13297872340425532,NISP,pollen,,798.0,MUSCOTAA
Muscotah Marsh,39.53,-95.513333,,,10113.0,Picea,5.0,745.0,0.6711409395973155,NISP,pollen,,813.0,MUSCOTAA
Muscotah Marsh,39.53,-95.513333,,,10162.0,Picea,1.0,277.0,0.36101083032490977,NISP,pollen,,823.0,MUSCOTAA
Muscotah Marsh,39.53,-95.513333,,,10259.0,Picea,25.0,386.0,6.476683937823833,NISP,pollen,,843.0,MUSCOTAA
Muscotah Marsh,39.53,-95.513333,,,10333.0,Picea,9.0,567.0,1.5873015873015872,NISP,pollen,,858.0,MUSCOTAA
Muscotah Marsh,39.53,-95.513333,,,10601.0,Picea,66.0,557.0,11.8491921005386,NISP,pollen,,913.0,MUSCOTAA
Muscotah Marsh,39.53,-95.513333,,,10626.0,Picea,4.0,780.0,0.5128205128205128,NISP,pollen,,918.0,MUSCOTAA
Muscotah Marsh,39.53,-95.513333,,,10650.0,Picea,125.0,353.0,35.41076487252124,NISP,pollen,,923.0,MUSCOTAA
Muscotah Marsh,39.53,-95.513333,,,10888.0,Picea,9.0,956.0,0.9414225941422595,NISP,pollen,,928.0,MUSCOTAA
Muscotah Marsh,39.53,-95.513333,,,11126.0,Picea,14.0,527.0,2.6565464895635675,NISP,pollen,,933.0,MUSCOTAA
Muscotah Marsh,39.53,-95.513333,,,11469.0,Picea,10.0,622.0,1.607717041800643,NISP,pollen,,938.0,MUSCOTAA
Muscotah Marsh,39.53,-95.513333,,,12111.0,Picea,24.0,515.0,4.660194174757281,NISP,pollen,,940.5,MUSCOTAA
Muscotah Marsh,39.53,-95.513333,,,12754.0,Picea,175.0,777.0,22.52252252252252,NISP,pollen,,943.0,MUSCOTAA
Muscotah Marsh,39.53,-95.513333,,,14040.0,Picea,8.0,528.0,1.5151515151515151,NISP,pollen,,948.0,MUSCOTAA
Muscotah Marsh,39.53,-95.513333,,,15326.0,Picea,309.0,707.0,43.705799151343705,NISP,pollen,,953.0,MUSCOTAA
Muscotah Marsh,39.53,-95.513333,,,16611.0,Picea,174.0,334.0,52.09580838323353,NISP,pollen,,958.0,MUSCOTAA
Muscotah Marsh,39.53,-95.513333,,,17897.0,Picea,242.0,425.0,56.94117647058824,NISP,pollen,,963.0,MUSCOTAA
Muscotah Marsh,39.53,-95.513333,,,19183.0,Picea,337.0,595.0,56.63865546218487,NISP,pollen,,968.0,MUSCOTAA
Muscotah Marsh,39.53,-95.513333,,,20469.0,Picea,176.0,298.0,59.06040268456376,NISP,pollen,,973.0,MUSCOTAA
Muscotah Marsh,39.53,-95.513333,,,21754.0,Picea,168.0,298.0,56.375838926174495,NISP,pollen,,978.0,MUSCOTAA
Muscotah Marsh,39.53,-95.513333,,,22269.0,Picea,175.0,423.0,41.371158392434985,NISP,pollen,,980.0,MUSCOTAA
Muscotah Marsh,39.53,-95.513333,,,23040.0,Picea,70.0,283.0,24.73498233215548,NISP,pollen,,983.0,MUSCOTAA
Muscotah Marsh,39.53,-95.513333,,,24326.0,Picea,255.0,699.0,36.48068669527897,NISP,pollen,,988.0,MUSCOTAA
Muscotah Marsh,39.53,-95.513333,,,24969.0,Picea,48.0,575.0,8.347826086956523,NISP,pollen,,990.5,MUSCOTAA
Muscotah Marsh,39.53,-95.513333,,,27926.0,Picea,54.0,1000.0,5.4,NISP,pollen,,1002.0,MUSCOTAA
Muscotah Marsh,39.53,-95.513333,,,29469.0,Picea,16.0,833.0,1.9207683073229291,NISP,pollen,,1008.0,MUSCOTAA
Muskox Lake,71.783333,-122.666667,,,-50.0,Picea,72.0,267.0,26.96629213483146,NISP,pollen,,0.0,MUSKOX
Muskox Lake,71.783333,-122.666667,,,538.0,Picea,17.0,120.0,14.166666666666666,NISP,pollen,,10.0,MUSKOX
Muskox Lake,71.783333,-122.666667,,,1125.0,Picea,22.5,259.5,8.670520231213873,NISP,pollen,,20.0,MUSKOX
Muskox Lake,71.783333,-122.666667,,,1712.0,Picea,22.5,148.5,15.151515151515152,NISP,pollen,,30.0,MUSKOX
Muskox Lake,71.783333,-122.666667,,,2300.0,Picea,22.5,139.5,16.129032258064516,NISP,pollen,,40.0,MUSKOX
Muskox Lake,71.783333,-122.666667,,,2888.0,Picea,27.0,185.0,14.594594594594595,NISP,pollen,,50.0,MUSKOX
Muskox Lake,71.783333,-122.666667,,,3475.0,Picea,33.5,222.5,15.056179775280897,NISP,pollen,,60.0,MUSKOX
Muskox Lake,71.783333,-122.666667,,,4062.0,Picea,59.0,317.0,18.61198738170347,NISP,pollen,,70.0,MUSKOX
Muskox Lake,71.783333,-122.666667,,,4650.0,Picea,35.5,242.5,14.63917525773196,NISP,pollen,,80.0,MUSKOX
Muskox Lake,71.783333,-122.666667,,,5238.0,Picea,25.0,244.0,10.245901639344263,NISP,pollen,,90.0,MUSKOX
Muskox Lake,71.783333,-122.666667,,,5825.0,Picea,35.5,183.5,19.346049046321525,NISP,pollen,,100.0,MUSKOX
Muskox Lake,71.783333,-122.666667,,,6412.0,Picea,17.0,164.0,10.365853658536585,NISP,pollen,,110.0,MUSKOX
Muskox Lake,71.783333,-122.666667,,,7000.0,Picea,18.0,207.0,8.695652173913043,NISP,pollen,,120.0,MUSKOX
Muskox Lake,71.783333,-122.666667,,,7400.0,Picea,33.5,278.5,12.028725314183124,NISP,pollen,,130.0,MUSKOX
Muskox Lake,71.783333,-122.666667,,,7800.0,Picea,20.5,170.5,12.023460410557185,NISP,pollen,,140.0,MUSKOX
Muskox Lake,71.783333,-122.666667,,,8200.0,Picea,10.5,179.5,5.8495821727019495,NISP,pollen,,150.0,MUSKOX
Muskox Lake,71.783333,-122.666667,,,8600.0,Picea,7.0,141.0,4.964539007092199,NISP,pollen,,160.0,MUSKOX
Muskox Lake,71.783333,-122.666667,,,9000.0,Picea,12.5,153.5,8.143322475570033,NISP,pollen,,170.0,MUSKOX
MV01,56.943333,-74.9,,,,Picea,261.5,1344.5,19.449609520267757,NISP,pollen,,0.0,MV01
Myrtle Lake,47.982605,-93.3853,,,0.0,Picea,101.0,981.0,10.295616717635065,NISP,pollen,,152.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,43.0,Picea,91.0,1036.0,8.783783783783784,NISP,pollen,,156.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,83.0,Picea,89.0,928.0,9.590517241379311,NISP,pollen,,166.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,244.0,Picea,76.0,924.0,8.225108225108226,NISP,pollen,,186.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,434.0,Picea,50.0,712.0,7.02247191011236,NISP,pollen,,207.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,561.0,Picea,74.0,1011.0,7.319485657764589,NISP,pollen,,221.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,688.0,Picea,64.0,729.0,8.77914951989026,NISP,pollen,,235.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,778.0,Picea,60.0,753.0,7.968127490039841,NISP,pollen,,245.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,824.0,Picea,64.0,1027.0,6.2317429406037,NISP,pollen,,250.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,914.0,Picea,62.0,776.0,7.989690721649484,NISP,pollen,,260.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,1095.0,Picea,24.0,358.0,6.70391061452514,NISP,pollen,,280.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,1276.0,Picea,29.0,732.0,3.9617486338797816,NISP,pollen,,300.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,1457.0,Picea,38.0,929.0,4.090419806243272,NISP,pollen,,320.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,1684.0,Picea,27.0,954.0,2.8301886792452833,NISP,pollen,,345.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,1819.0,Picea,49.0,1123.0,4.363312555654497,NISP,pollen,,360.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,2019.0,Picea,37.0,1104.0,3.3514492753623193,NISP,pollen,,382.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,2182.0,Picea,15.0,698.0,2.148997134670487,NISP,pollen,,400.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,2272.0,Picea,22.0,1105.0,1.9909502262443437,NISP,pollen,,410.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,2335.0,Picea,53.0,1247.0,4.250200481154772,NISP,pollen,,417.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,2426.0,Picea,42.0,841.0,4.9940546967895365,NISP,pollen,,427.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,2544.0,Picea,37.0,995.0,3.7185929648241203,NISP,pollen,,440.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,2634.0,Picea,21.0,1006.0,2.0874751491053676,NISP,pollen,,450.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,2828.0,Picea,14.0,607.0,2.3064250411861615,NISP,pollen,,465.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,3052.0,Picea,16.0,806.0,1.9851116625310175,NISP,pollen,,480.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,3275.0,Picea,25.0,985.0,2.5380710659898478,NISP,pollen,,495.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,3424.0,Picea,10.0,1017.0,0.983284169124877,NISP,pollen,,505.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,3648.0,Picea,22.0,834.0,2.6378896882494005,NISP,pollen,,520.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,3737.0,Picea,8.0,825.0,0.9696969696969697,NISP,pollen,,526.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,3812.0,Picea,14.0,829.0,1.6887816646562124,NISP,pollen,,531.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,3886.0,Picea,5.0,685.0,0.7299270072992701,NISP,pollen,,536.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,3946.0,Picea,9.0,730.0,1.2328767123287672,NISP,pollen,,540.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,4095.0,Picea,11.0,799.0,1.376720901126408,NISP,pollen,,550.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,4244.0,Picea,5.0,558.0,0.8960573476702508,NISP,pollen,,560.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,4393.0,Picea,4.0,709.0,0.5641748942172073,NISP,pollen,,570.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,4691.0,Picea,2.0,770.0,0.2597402597402597,NISP,pollen,,590.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,4840.0,Picea,8.0,1005.0,0.7960199004975124,NISP,pollen,,600.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,4917.0,Picea,3.0,939.0,0.3194888178913738,NISP,pollen,,605.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,4994.0,Picea,3.0,926.0,0.32397408207343414,NISP,pollen,,610.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,5071.0,Picea,2.0,688.0,0.29069767441860467,NISP,pollen,,615.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,5225.0,Picea,1.0,704.0,0.14204545454545456,NISP,pollen,,625.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,5611.0,Picea,5.0,740.0,0.6756756756756757,NISP,pollen,,650.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,5766.0,Picea,4.0,1755.0,0.2279202279202279,NISP,pollen,,660.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,5843.0,Picea,2.0,2702.0,0.07401924500370095,NISP,pollen,,665.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,5997.0,Picea,4.0,1325.0,0.3018867924528302,NISP,pollen,,675.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,6229.0,Picea,6.0,1324.0,0.4531722054380665,NISP,pollen,,690.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,6460.0,Picea,2.0,687.0,0.2911208151382824,NISP,pollen,,705.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,6615.0,Picea,2.0,856.0,0.23364485981308408,NISP,pollen,,715.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,6769.0,Picea,2.0,1046.0,0.19120458891013384,NISP,pollen,,725.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,6923.0,Picea,1.0,834.0,0.1199040767386091,NISP,pollen,,735.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,7001.0,Picea,1.0,996.0,0.1004016064257028,NISP,pollen,,740.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,7155.0,Picea,5.0,1048.0,0.4770992366412214,NISP,pollen,,750.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,7386.0,Picea,7.0,825.0,0.8484848484848486,NISP,pollen,,765.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,7464.0,Picea,11.0,931.0,1.1815252416756177,NISP,pollen,,770.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,7541.0,Picea,24.0,1035.0,2.318840579710145,NISP,pollen,,775.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,7695.0,Picea,22.0,860.0,2.558139534883721,NISP,pollen,,785.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,7711.0,Picea,23.0,641.0,3.58814352574103,NISP,pollen,,786.5,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,7741.0,Picea,25.0,732.0,3.415300546448088,NISP,pollen,,788.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,7772.0,Picea,14.0,721.0,1.9417475728155338,NISP,pollen,,790.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,7788.0,Picea,24.0,648.0,3.7037037037037033,NISP,pollen,,791.5,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,7819.0,Picea,36.0,818.0,4.400977995110025,NISP,pollen,,793.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,7850.0,Picea,57.0,740.0,7.7027027027027035,NISP,pollen,,795.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,8087.0,Picea,48.0,476.0,10.084033613445378,NISP,pollen,,805.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,8442.0,Picea,108.0,814.0,13.267813267813267,NISP,pollen,,820.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,8679.0,Picea,94.0,643.0,14.618973561430792,NISP,pollen,,830.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,8798.0,Picea,174.0,1033.0,16.84414327202323,NISP,pollen,,835.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,8917.0,Picea,107.0,832.0,12.860576923076922,NISP,pollen,,840.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,8964.0,Picea,140.0,766.0,18.27676240208877,NISP,pollen,,842.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,9035.0,Picea,132.0,746.0,17.694369973190348,NISP,pollen,,845.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,9082.0,Picea,144.0,876.0,16.43835616438356,NISP,pollen,,847.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,9154.0,Picea,139.0,526.0,26.425855513307983,NISP,pollen,,850.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,9509.0,Picea,181.0,612.0,29.575163398692812,NISP,pollen,,865.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,9746.0,Picea,459.0,1024.0,44.82421875,NISP,pollen,,875.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,9984.0,Picea,332.0,726.0,45.73002754820937,NISP,pollen,,885.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,10189.0,Picea,193.0,399.0,48.370927318295735,NISP,pollen,,895.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,10322.0,Picea,149.0,279.0,53.40501792114696,NISP,pollen,,905.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,10455.0,Picea,291.0,754.0,38.59416445623342,NISP,pollen,,915.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,10588.0,Picea,183.0,321.0,57.009345794392516,NISP,pollen,,925.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,10721.0,Picea,280.0,567.0,49.382716049382715,NISP,pollen,,935.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,10854.0,Picea,354.0,502.0,70.5179282868526,NISP,pollen,,945.0,MYRTLE
Myrtle Lake,47.982605,-93.3853,,,11000.0,Picea,328.0,583.0,56.26072041166381,NISP,pollen,,955.0,MYRTLE
Natla Bog,63.016667,-128.8,,,1845.0,Picea,150.0,13165.0,1.139384732244588,NISP,pollen,,0.0,NATLA
Natla Bog,63.016667,-128.8,,,2178.0,Picea,120.0,13051.0,0.9194697724312313,NISP,pollen,,10.0,NATLA
Natla Bog,63.016667,-128.8,,,2510.0,Picea,180.0,12919.0,1.3932966947906185,NISP,pollen,,20.0,NATLA
Natla Bog,63.016667,-128.8,,,2842.0,Picea,235.0,12977.0,1.8108962009709486,NISP,pollen,,30.0,NATLA
Natla Bog,63.016667,-128.8,,,3175.0,Picea,92.0,12832.0,0.7169576059850374,NISP,pollen,,40.0,NATLA
Natla Bog,63.016667,-128.8,,,3507.0,Picea,110.0,12901.0,0.8526470816215798,NISP,pollen,,50.0,NATLA
Natla Bog,63.016667,-128.8,,,4172.0,Picea,318.0,13023.0,2.441833678875835,NISP,pollen,,70.0,NATLA
Natla Bog,63.016667,-128.8,,,4504.0,Picea,230.0,12858.0,1.7887696375797169,NISP,pollen,,80.0,NATLA
Natla Bog,63.016667,-128.8,,,4837.0,Picea,140.0,13503.0,1.0368066355624677,NISP,pollen,,90.0,NATLA
Natla Bog,63.016667,-128.8,,,5169.0,Picea,100.0,12736.0,0.7851758793969849,NISP,pollen,,100.0,NATLA
